question_id,repo,question,question_type,difficulty,cross_file_required,engine,model,answer,cited_files,correct_files_cited,total_ground_truth_files,file_citation_precision,file_citation_recall,latency_ms,input_tokens,output_tokens,estimated_cost_usd,keyword_match_score,answer_length_chars,error
Q025,tiangolo/sqlmodel,Where is relationship handling defined for SQLModel models?,navigation,medium,False,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'Where is relationship handling defined for SQLModel models?' can be found in `sqlmodel/main.py`. Key implementation details involve `Relationship`, `RelationshipInfo`. This is a medium navigation question answerable from a single file.","[""sqlmodel/main.py""]",1,1,1.0,1.0,2817.8,29507,456,0.039164,0.685,302,
Q026,encode/httpx,Where is the main httpx Client class defined?,navigation,easy,False,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'Where is the main httpx Client class defined?' can be found in `httpx/_client.py`, `related_module.py`. Key implementation details involve `class Client`, `class AsyncClient`. This is a easy navigation question answerable from a single file.","[""httpx/_client.py"", ""related_module.py""]",1,1,0.333,1.0,609.2,5466,359,0.008627,0.663,302,
Q026,encode/httpx,Where is the main httpx Client class defined?,navigation,easy,False,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'Where is the main httpx Client class defined?' can be found in `httpx/_client.py`, `related_module.py`. Key implementation details involve `class Client`, `class AsyncClient`. This is a easy navigation question answerable from a single file.","[""httpx/_client.py"", ""related_module.py""]",1,1,0.5,1.0,4927.2,63877,620,0.082946,0.89,308,
Q027,encode/httpx,How does httpx handle connection pooling?,explanation,medium,True,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'How does httpx handle connection pooling?' can be found in `httpx/_transports/default.py`, `related_module.py`. Key implementation details involve `connection_pool`, `limits`, `HTTPTransport`. This is a medium explanation question requiring cross-file understanding.","[""httpx/_transports/default.py"", ""related_module.py""]",1,2,0.5,0.5,593.1,3578,604,0.007493,0.613,327,
Q027,encode/httpx,How does httpx handle connection pooling?,explanation,medium,True,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'How does httpx handle connection pooling?' can be found in `httpx/_transports/default.py`, `related_module.py`. Key implementation details involve `connection_pool`, `limits`, `HTTPTransport`. This is a medium explanation question requiring cross-file understanding.","[""httpx/_transports/default.py"", ""related_module.py""]",1,2,0.5,0.5,4896.7,58956,618,0.076785,0.777,333,
Q028,encode/httpx,Explain the complete request-response lifecycle in httpx,architecture,hard,True,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'Explain the complete request-response lifecycle in httpx' can be found in `httpx/_client.py`, `related_module.py`. Key implementation details involve `send`, `transport`, `request`. This is a hard architecture question requiring cross-file understanding.","[""httpx/_client.py"", ""related_module.py""]",1,3,0.333,0.333,438.2,3239,337,0.005734,0.721,315,
Q028,encode/httpx,Explain the complete request-response lifecycle in httpx,architecture,hard,True,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'Explain the complete request-response lifecycle in httpx' can be found in `httpx/_client.py`, `httpx/_transports`, `httpx/_models.py`. Key implementation details involve `send`, `transport`, `request`. This is a hard architecture question requiring cross-file understanding.","[""httpx/_client.py"", ""httpx/_transports"", ""httpx/_models.py""]",3,3,1.0,1.0,5588.8,65177,501,0.083976,0.733,341,
Q029,encode/httpx,How does retry logic work in httpx?,explanation,medium,False,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'How does retry logic work in httpx?' can be found in `httpx/_transports/default.py`. Key implementation details involve `retry`, `transport`, `Retries`. This is a medium explanation question answerable from a single file.","[""httpx/_transports/default.py""]",1,1,1.0,1.0,612.6,3363,463,0.006519,0.8,282,
Q029,encode/httpx,How does retry logic work in httpx?,explanation,medium,False,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'How does retry logic work in httpx?' can be found in `httpx/_transports/default.py`. Key implementation details involve `retry`, `transport`, `Retries`. This is a medium explanation question answerable from a single file.","[""httpx/_transports/default.py""]",1,1,1.0,1.0,4962.4,62749,766,0.082266,0.896,288,
Q030,encode/httpx,Where is authentication handling implemented?,navigation,easy,False,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'Where is authentication handling implemented?' can be found in `httpx/_auth.py`. Key implementation details involve `Auth`, `BasicAuth`, `BearerAuth`. This is a easy navigation question answerable from a single file.","[""httpx/_auth.py""]",1,1,1.0,1.0,367.6,3865,370,0.006681,0.654,277,
Q030,encode/httpx,Where is authentication handling implemented?,navigation,easy,False,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'Where is authentication handling implemented?' can be found in `httpx/_auth.py`. Key implementation details involve `Auth`, `BasicAuth`, `BearerAuth`. This is a easy navigation question answerable from a single file.","[""httpx/_auth.py""]",1,1,1.0,1.0,6825.5,64716,771,0.08475,0.685,283,
Q031,encode/httpx,How does streaming response handling differ between sync and async clients?,explanation,hard,True,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'How does streaming response handling differ between sync and async clients?' can be found in `httpx/_client.py`, `httpx/_models.py`, `related_module.py`. Key implementation details involve `stream`, `aiter_bytes`, `iter_bytes`. This is a hard explanation question requiring cross-file understanding.","[""httpx/_client.py"", ""httpx/_models.py"", ""related_module.py""]",2,2,0.667,1.0,571.3,3642,475,0.006927,0.667,360,
Q031,encode/httpx,How does streaming response handling differ between sync and async clients?,explanation,hard,True,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'How does streaming response handling differ between sync and async clients?' can be found in `httpx/_client.py`, `httpx/_models.py`. Key implementation details involve `stream`, `aiter_bytes`, `iter_bytes`. This is a hard explanation question requiring cross-file understanding.","[""httpx/_client.py"", ""httpx/_models.py""]",2,2,1.0,1.0,6473.3,61869,662,0.080646,0.671,345,
Q032,encode/httpx,How does httpx handle redirects?,explanation,medium,False,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'How does httpx handle redirects?' can be found in `httpx/_client.py`. Key implementation details involve `follow_redirects`, `redirect`, `history`. This is a medium explanation question answerable from a single file.","[""httpx/_client.py""]",1,1,1.0,1.0,524.2,4832,448,0.00828,0.89,277,
Q032,encode/httpx,How does httpx handle redirects?,explanation,medium,False,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'How does httpx handle redirects?' can be found in `httpx/_client.py`, `related_module.py`. Key implementation details involve `follow_redirects`, `redirect`, `history`. This is a medium explanation question answerable from a single file.","[""httpx/_client.py"", ""related_module.py""]",1,1,0.5,1.0,4719.1,63470,759,0.083132,0.901,304,
Q033,encode/httpx,What is the data flow when making an async HTTP request?,architecture,hard,True,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'What is the data flow when making an async HTTP request?' can be found in `httpx/_client.py`, `related_module.py`. Key implementation details involve `AsyncClient`, `send`, `aclose`. This is a hard architecture question requiring cross-file understanding.","[""httpx/_client.py"", ""related_module.py""]",1,2,0.5,0.5,322.7,4269,371,0.007191,0.461,316,
Q033,encode/httpx,What is the data flow when making an async HTTP request?,architecture,hard,True,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'What is the data flow when making an async HTTP request?' can be found in `httpx/_client.py`, `httpx/_transports/asgi.py`. Key implementation details involve `AsyncClient`, `send`, `aclose`. This is a hard architecture question requiring cross-file understanding.","[""httpx/_client.py"", ""httpx/_transports/asgi.py""]",2,2,1.0,1.0,5755.2,60855,671,0.079424,0.754,330,
Q034,encode/httpx,Where is cookie handling implemented?,navigation,easy,False,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'Where is cookie handling implemented?' can be found in `httpx/_models.py`, `httpx/_cookies.py`. Key implementation details involve `Cookies`, `set_cookie`, `jar`. This is a easy navigation question answerable from a single file.","[""httpx/_models.py"", ""httpx/_cookies.py""]",2,2,1.0,1.0,493.3,4243,302,0.006814,0.756,289,
Q034,encode/httpx,Where is cookie handling implemented?,navigation,easy,False,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'Where is cookie handling implemented?' can be found in `httpx/_models.py`, `httpx/_cookies.py`. Key implementation details involve `Cookies`, `set_cookie`, `jar`. This is a easy navigation question answerable from a single file.","[""httpx/_models.py"", ""httpx/_cookies.py""]",2,2,1.0,1.0,6440.5,63871,551,0.082594,0.904,295,
Q035,encode/httpx,How does timeout handling work across different request phases?,explanation,medium,True,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'How does timeout handling work across different request phases?' can be found in `httpx/_config.py`. Key implementation details involve `Timeout`, `connect_timeout`, `read_timeout`. This is a medium explanation question requiring cross-file understanding.","[""httpx/_config.py""]",1,2,1.0,0.5,620.7,5752,440,0.00939,0.816,316,
Q035,encode/httpx,How does timeout handling work across different request phases?,explanation,medium,True,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'How does timeout handling work across different request phases?' can be found in `httpx/_config.py`, `httpx/_client.py`, `related_module.py`. Key implementation details involve `Timeout`, `connect_timeout`, `read_timeout`. This is a medium explanation question requiring cross-file understanding.","[""httpx/_config.py"", ""httpx/_client.py"", ""related_module.py""]",2,2,0.667,1.0,4788.3,60534,768,0.079507,0.777,363,
Q036,pydantic/pydantic,Where is the main BaseModel class defined?,navigation,easy,False,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'Where is the main BaseModel class defined?' can be found in `pydantic/main.py`. Key implementation details involve `class BaseModel`, `ModelMetaclass`. This is a easy navigation question answerable from a single file.","[""pydantic/main.py""]",1,1,1.0,1.0,351.0,4752,626,0.00907,0.785,278,
Q036,pydantic/pydantic,Where is the main BaseModel class defined?,navigation,easy,False,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'Where is the main BaseModel class defined?' can be found in `pydantic/main.py`. Key implementation details involve `class BaseModel`, `ModelMetaclass`. This is a easy navigation question answerable from a single file.","[""pydantic/main.py""]",1,1,1.0,1.0,12680.2,165821,350,0.418052,0.738,284,
Q037,pydantic/pydantic,How does Pydantic V2 validate data differently from V1?,explanation,hard,True,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'How does Pydantic V2 validate data differently from V1?' can be found in `pydantic/main.py`, `related_module.py`. Key implementation details involve `model_validate`, `core_schema`, `rust`. This is a hard explanation question requiring cross-file understanding.","[""pydantic/main.py"", ""related_module.py""]",1,2,0.333,0.5,494.6,4519,518,0.008239,0.664,322,
Q037,pydantic/pydantic,How does Pydantic V2 validate data differently from V1?,explanation,hard,True,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'How does Pydantic V2 validate data differently from V1?' can be found in `pydantic/main.py`, `pydantic/_internal`, `related_module.py`. Key implementation details involve `model_validate`, `core_schema`, `rust`. This is a hard explanation question requiring cross-file understanding.","[""pydantic/main.py"", ""pydantic/_internal"", ""related_module.py""]",2,2,0.667,1.0,14168.3,174087,523,0.440447,0.765,350,
Q038,pydantic/pydantic,Explain the complete validation pipeline for a Pydantic model,architecture,hard,True,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'Explain the complete validation pipeline for a Pydantic model' can be found in `pydantic/main.py`. Key implementation details involve `__get_validators__`, `model_validator`, `field_validator`. This is a hard architecture question requiring cross-file understanding.","[""pydantic/main.py""]",1,2,1.0,0.5,514.2,4572,327,0.00735,0.652,327,
Q038,pydantic/pydantic,Explain the complete validation pipeline for a Pydantic model,architecture,hard,True,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'Explain the complete validation pipeline for a Pydantic model' can be found in `pydantic/main.py`, `pydantic/_internal/_model_construction.py`, `related_module.py`. Key implementation details involve `__get_validators__`, `model_validator`, `field_validator`. This is a hard architecture question requiring cross-file understanding.","[""pydantic/main.py"", ""pydantic/_internal/_model_construction.py"", ""related_module.py""]",2,2,0.667,1.0,12020.9,157659,375,0.397898,0.815,399,
Q039,pydantic/pydantic,How does Field() work to add constraints and metadata to model fields?,explanation,medium,False,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'How does Field() work to add constraints and metadata to model fields?' can be found in `pydantic/fields.py`, `related_module.py`. Key implementation details involve `Field`, `FieldInfo`, `metadata`. This is a medium explanation question answerable from a single file.","[""pydantic/fields.py"", ""related_module.py""]",1,1,0.333,1.0,564.3,5065,492,0.008791,0.658,329,
Q039,pydantic/pydantic,How does Field() work to add constraints and metadata to model fields?,explanation,medium,False,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'How does Field() work to add constraints and metadata to model fields?' can be found in `pydantic/fields.py`. Key implementation details involve `Field`, `FieldInfo`, `metadata`. This is a medium explanation question answerable from a single file.","[""pydantic/fields.py""]",1,1,1.0,1.0,16096.5,164568,599,0.41741,0.886,314,
Q040,pydantic/pydantic,Where is JSON serialization implemented for Pydantic models?,navigation,medium,False,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'Where is JSON serialization implemented for Pydantic models?' can be found in `pydantic/main.py`. Key implementation details involve `model_dump`, `model_dump_json`, `json`. This is a medium navigation question answerable from a single file.","[""pydantic/main.py""]",1,1,1.0,1.0,598.4,3636,678,0.007935,0.841,302,
Q040,pydantic/pydantic,Where is JSON serialization implemented for Pydantic models?,navigation,medium,False,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'Where is JSON serialization implemented for Pydantic models?' can be found in `pydantic/main.py`. Key implementation details involve `model_dump`, `model_dump_json`, `json`. This is a medium navigation question answerable from a single file.","[""pydantic/main.py""]",1,1,1.0,1.0,16092.7,163870,605,0.415725,0.746,308,
Q041,pydantic/pydantic,How does validator inheritance work when subclassing a Pydantic model?,explanation,hard,True,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'How does validator inheritance work when subclassing a Pydantic model?' can be found in `pydantic/main.py`, `related_module.py`. Key implementation details involve `validator`, `inherit`, `__validators__`. This is a hard explanation question requiring cross-file understanding.","[""pydantic/main.py"", ""related_module.py""]",1,2,0.5,0.5,576.5,5375,566,0.009549,0.784,338,
Q041,pydantic/pydantic,How does validator inheritance work when subclassing a Pydantic model?,explanation,hard,True,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'How does validator inheritance work when subclassing a Pydantic model?' can be found in `pydantic/main.py`, `pydantic/_internal/_model_construction.py`, `related_module.py`. Key implementation details involve `validator`, `inherit`, `__validators__`. This is a hard explanation question requiring cross-file understanding.","[""pydantic/main.py"", ""pydantic/_internal/_model_construction.py"", ""related_module.py""]",2,2,0.667,1.0,16294.5,164811,806,0.420088,0.744,389,
Q042,pydantic/pydantic,How does Pydantic handle discriminated unions?,explanation,hard,True,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'How does Pydantic handle discriminated unions?' can be found in `pydantic/discriminated_types.py`, `related_module.py`. Key implementation details involve `discriminated_union`, `discriminator`, `Annotated`. This is a hard explanation question requiring cross-file understanding.","[""pydantic/discriminated_types.py"", ""related_module.py""]",1,2,0.5,0.5,558.2,4335,672,0.008779,0.788,340,
Q042,pydantic/pydantic,How does Pydantic handle discriminated unions?,explanation,hard,True,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'How does Pydantic handle discriminated unions?' can be found in `pydantic/discriminated_types.py`, `pydantic/_internal`, `related_module.py`. Key implementation details involve `discriminated_union`, `discriminator`, `Annotated`. This is a hard explanation question requiring cross-file understanding.","[""pydantic/discriminated_types.py"", ""pydantic/_internal"", ""related_module.py""]",2,2,0.667,1.0,12452.5,154813,642,0.393452,0.702,368,
Q043,pydantic/pydantic,What is the data flow when calling model_validate() on a raw dict?,architecture,hard,True,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'What is the data flow when calling model_validate() on a raw dict?' can be found in `pydantic/main.py`, `related_module.py`. Key implementation details involve `model_validate`, `__pydantic_validator__`, `core_schema`. This is a hard architecture question requiring cross-file understanding.","[""pydantic/main.py"", ""related_module.py""]",1,2,0.333,0.5,479.9,3766,357,0.006493,0.496,352,
Q043,pydantic/pydantic,What is the data flow when calling model_validate() on a raw dict?,architecture,hard,True,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'What is the data flow when calling model_validate() on a raw dict?' can be found in `pydantic/main.py`, `pydantic/_internal/_validate_call.py`, `related_module.py`. Key implementation details involve `model_validate`, `__pydantic_validator__`, `core_schema`. This is a hard architecture question requiring cross-file understanding.","[""pydantic/main.py"", ""pydantic/_internal/_validate_call.py"", ""related_module.py""]",2,2,0.667,1.0,11928.6,162707,688,0.413648,0.667,398,
Q044,pydantic/pydantic,Where is the settings management (pydantic-settings) BaseSettings defined?,navigation,easy,False,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'Where is the settings management (pydantic-settings) BaseSettings defined?' can be found in `pydantic_settings/main.py`, `related_module.py`. Key implementation details involve `class BaseSettings`, `env_settings`. This is a easy navigation question answerable from a single file.","[""pydantic_settings/main.py"", ""related_module.py""]",1,1,0.333,1.0,588.2,4795,674,0.009364,0.606,341,
Q044,pydantic/pydantic,Where is the settings management (pydantic-settings) BaseSettings defined?,navigation,easy,False,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'Where is the settings management (pydantic-settings) BaseSettings defined?' can be found in `pydantic_settings/main.py`, `related_module.py`. Key implementation details involve `class BaseSettings`, `env_settings`. This is a easy navigation question answerable from a single file.","[""pydantic_settings/main.py"", ""related_module.py""]",1,1,0.5,1.0,17688.9,166471,838,0.424557,0.696,347,
Q045,pydantic/pydantic,How does Pydantic's recursive model validation work for nested models?,explanation,hard,True,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'How does Pydantic's recursive model validation work for nested models?' can be found in `pydantic/main.py`, `related_module.py`. Key implementation details involve `nested`, `recursive`, `model_fields`. This is a hard explanation question requiring cross-file understanding.","[""pydantic/main.py"", ""related_module.py""]",1,2,0.333,0.5,424.3,4916,555,0.00892,0.84,335,
Q045,pydantic/pydantic,How does Pydantic's recursive model validation work for nested models?,explanation,hard,True,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'How does Pydantic's recursive model validation work for nested models?' can be found in `pydantic/main.py`, `pydantic/_internal`. Key implementation details involve `nested`, `recursive`, `model_fields`. This is a hard explanation question requiring cross-file understanding.","[""pydantic/main.py"", ""pydantic/_internal""]",2,2,1.0,1.0,17837.1,164424,629,0.41735,0.724,342,
Q046,fastapi/fastapi,How does FastAPI handle form data and file uploads?,explanation,medium,True,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'How does FastAPI handle form data and file uploads?' can be found in `fastapi/params.py`, `related_module.py`. Key implementation details involve `Form`, `File`, `UploadFile`. This is a medium explanation question requiring cross-file understanding.","[""fastapi/params.py"", ""related_module.py""]",1,2,0.5,0.5,527.5,4856,650,0.00932,0.876,310,
Q046,fastapi/fastapi,How does FastAPI handle form data and file uploads?,explanation,medium,True,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'How does FastAPI handle form data and file uploads?' can be found in `fastapi/params.py`, `fastapi/datastructures.py`. Key implementation details involve `Form`, `File`, `UploadFile`. This is a medium explanation question requiring cross-file understanding.","[""fastapi/params.py"", ""fastapi/datastructures.py""]",2,2,1.0,1.0,8761.3,78152,753,0.101455,0.627,324,
Q047,encode/httpx,How does httpx support HTTP/2?,explanation,hard,True,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'How does httpx support HTTP/2?' can be found in `httpx/_transports/default.py`, `related_module.py`. Key implementation details involve `http2`, `h2`, `HTTP2Transport`. This is a hard explanation question requiring cross-file understanding.","[""httpx/_transports/default.py"", ""related_module.py""]",1,1,0.5,1.0,438.6,5091,373,0.008229,0.698,301,
Q047,encode/httpx,How does httpx support HTTP/2?,explanation,hard,True,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'How does httpx support HTTP/2?' can be found in `httpx/_transports/default.py`, `related_module.py`. Key implementation details involve `http2`, `h2`, `HTTP2Transport`. This is a hard explanation question requiring cross-file understanding.","[""httpx/_transports/default.py"", ""related_module.py""]",1,1,0.5,1.0,5292.1,60783,738,0.079669,0.681,307,
Q048,langchain-ai/langchain,How are callbacks and tracing implemented across LangChain operations?,architecture,hard,True,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'How are callbacks and tracing implemented across LangChain operations?' can be found in `libs/core/langchain_core/callbacks`, `related_module.py`. Key implementation details involve `CallbackManager`, `BaseCallbackHandler`, `on_llm_start`. This is a hard architecture question requiring cross-file understanding.","[""libs/core/langchain_core/callbacks"", ""related_module.py""]",1,1,0.5,1.0,310.3,3279,663,0.007414,0.517,373,
Q048,langchain-ai/langchain,How are callbacks and tracing implemented across LangChain operations?,architecture,hard,True,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'How are callbacks and tracing implemented across LangChain operations?' can be found in `libs/core/langchain_core/callbacks`. Key implementation details involve `CallbackManager`, `BaseCallbackHandler`, `on_llm_start`. This is a hard architecture question requiring cross-file understanding.","[""libs/core/langchain_core/callbacks""]",1,1,1.0,1.0,24903.3,409267,391,1.027078,0.704,358,
Q049,pydantic/pydantic,How does Pydantic's custom type system work with Annotated types?,explanation,hard,True,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'How does Pydantic's custom type system work with Annotated types?' can be found in `pydantic/functional_validators.py`, `related_module.py`. Key implementation details involve `Annotated`, `GetCoreSchemaHandler`, `BeforeValidator`. This is a hard explanation question requiring cross-file understanding.","[""pydantic/functional_validators.py"", ""related_module.py""]",1,1,0.333,1.0,287.5,3824,402,0.00679,0.634,364,
Q049,pydantic/pydantic,How does Pydantic's custom type system work with Annotated types?,explanation,hard,True,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'How does Pydantic's custom type system work with Annotated types?' can be found in `pydantic/functional_validators.py`. Key implementation details involve `Annotated`, `GetCoreSchemaHandler`, `BeforeValidator`. This is a hard explanation question requiring cross-file understanding.","[""pydantic/functional_validators.py""]",1,1,1.0,1.0,18268.6,163881,612,0.415822,0.794,349,
Q050,tiangolo/sqlmodel,How does SQLModel handle optional fields differently from required fields in database tables?,explanation,medium,False,rag,gemini-1.5-pro,"[SIMULATED — [RAG: retrieved top-12 chunks]]

The answer to 'How does SQLModel handle optional fields differently from required fields in database tables?' can be found in `sqlmodel/main.py`, `related_module.py`. Key implementation details involve `Optional`, `Field`, `nullable`. This is a medium explanation question answerable from a single file.","[""sqlmodel/main.py"", ""related_module.py""]",1,1,0.5,1.0,636.6,3669,678,0.007976,0.632,349,
Q050,tiangolo/sqlmodel,How does SQLModel handle optional fields differently from required fields in database tables?,explanation,medium,False,long_context,gemini-1.5-pro,"[SIMULATED — [Long-Context: full repo in context]]

The answer to 'How does SQLModel handle optional fields differently from required fields in database tables?' can be found in `sqlmodel/main.py`. Key implementation details involve `Optional`, `Field`, `nullable`. This is a medium explanation question answerable from a single file.","[""sqlmodel/main.py""]",1,1,1.0,1.0,1831.4,28497,734,0.039291,0.624,334,
